word,phonetic,translation,part_of_speech
client,,n. 委托人；顾客，客户,n
vernacular,,n. 本国话；方言；土语；（建筑的）民间风格  a. 本国语的,n
compare,,v. 比较；对比,v
transparent,,a. 透明的；清澈的；明显的；易懂的,a
cassette,,n. 盒式录音（或录像）带,n
deputy,,n. 代理人；代表,n
fraud,,n. 诈骗罪；骗子；伪产品，冒牌货,n
bind,,v. 捆绑，系；约束；凝结,v
fragrance,,n. 芳香，香味；香水,n
marketplace,,n. 市场，集市,n
acute,,a. 灵敏的；剧烈的，猛烈的,a
ripe,,a. （水果或庄稼）成熟的；时机成熟的,a
vet,,vt. 审查，仔细检查  n. 兽医,v
formulate,,vt. 系统阐述，明确表达；构想出（计划、方法等），规划（制度等）,v
collate,,vt. 对照；核对；整理（文件、书页等）,v
infer,,v. 推断，猜想,v
fiction,,n. 小说,n
ability,,n. 能力；本领；才能,n
sector,,n. 部分，部门；防御地段，防区；扇形,n
creep,,vi. 悄悄移动；缓慢进行；爬行,v
casual,,a. 偶然的，碰巧的，不经意的；临时的，非正式的,a
interpretation,,n. 口译；解释，诠释；（表演、演奏的）艺术处理,n
trimester,,n. 三月期；学期,n
consensus,,n. 共识；（意见）一致,n
redevelopment,,n. 重新规划；重新建设,n
auditorium,,n. 礼堂；观众席,n
condition,,n. 状况，状态； [pl.] 环境，形势；条件，前提  vt. 训练；使适应，使习惯于；对……有重要影响,n
furnish,,vt. 布置，为……配置家具；供应，提供；装备,v
stabilise,,v. （使）稳定，（使）稳固,v
incoming,,a. 进来的  n. [pl.] 收入,a
alignment,,n. 排成直线；联盟,n
boot,,n. （长筒）靴子；（汽车后部的）行李箱； [the ~] 解雇,n
acid,,n. 酸  a. 酸的；尖刻的,n
booming,,a. 发展迅速的；激增的,a
definite,,a. 明确的，肯定的；清楚的,a
deem,,vt. 认为,v
narrator,,n. 讲述者，叙述者,n
reorient,,vt. 重新定位方位；重新定位；使适应,v
reckon,,v. 认为，估计；测算，测量；料想，指望,v
tutorial,,n. 大学导师的辅导课；指南  a. 家庭教师的，辅导教师的，大学导师的；辅导的，指导的,n
reference,,n. 参考，参考书目；提及，涉及；证明书（或人）；介绍（人）,n
sledge,,n. 雪橇  vi. 乘雪橇,n
exaggerate,,v. 夸大，夸张,v
restriction,,n. 限制，约束,n
abandon,,vt. 放弃，遗弃,v
priority,,n. 优先（权），重点；优先考虑的事,n
terrify,,vt. 使恐怖，使惊吓,v
habitat,,n. 栖息地，住处,n
encourage,,v. 鼓励；促进，激发,v
celebrity,,n. 名声；知名人士,n
significance,,n. 重要性，意义,n
magnetic,,a. 磁的，有磁性的；有吸引力的,a
slippery,,a. 滑的，滑溜的；油滑的，狡猾的；棘手的,a
graphic,,a. 文学的；生动的，形象的；绘画的，图表的,a
examine,,vt. 检查；调查，研究；测验,v
opportunity,,n. 机会，时机,n
distinguish,,v. 区别，辨别；辨认出；使杰出,v
blanket,,n. 毯子；厚的覆盖物,n
arrogance,,n. 傲慢，自大,n
era,,n. 纪元；时代,n
stimulus,,n. 刺激（物），促进（因素）,n
roam,,v. 随便走，漫游；徜徉；漫谈某事  n. 漫步；徘徊,v
provided,,conj. 倘若，只要，假如,c
comparison,,n. 比较，对比，对照；比喻，比拟,n
publicity,,n. 宣传，宣扬；公众的注意，名声,n
depend,,vi. 依靠，依赖；信赖，相信；决定于，视……而定,v
composition,,n. 作品；写作，作曲；结构，组成，成分,n
architecture,,n. 建筑学；建筑设计，建筑风格  [计] 体系结构,n
hurdle,,n. 障碍；跳栏  v. 越过障碍,n
teamwork,,n. 协力合作，团队合作；配合,n
damp,,a. 潮湿的  n. 潮湿，湿气  vt. 使潮湿；减弱，抑制；（使）沮丧,a
staff,,n. 全体职工，工作人员；棒；（军队的）全体参谋人员  vt. 为……配备人员；任职于,n
symbol,,n. 象征；符号,n
apt,,a. 易于……的；适宜的；敏捷的,a
homogeneous,,a. 同种类的，由相同（或同类型）事物（或人）组成的,a
conserve,,vt. 保护；保存，储存；节约,v
spasm,,n. 痉挛；抽搐；（活动、情感等的）突发、阵发,n
invisible,,a. 看不见的，无形的,a
devote,,vt. 将……奉献给；致力（于）,v
illustrate,,v. （用图等）说明，举例说明，阐明；给……作插图说明,v
terrace,,n. 一层梯田；一排并列的房子；阳台,n
dynamic,,a. 动力的；活跃的，充满活力的，精力充沛的,a
throughout,,prep. lad. 各处；遍及；在整个……期间,p
smart,,a. 漂亮的，时髦的；高明的,a
criticise,,v. 批评，非难，责备；评论,v
beyond,,prep. 在……较远的一边；超出；除……之外,p
hinterland,,n. 内地，腹地，内陆,n
fumes,,n. 烟，气，汽,n
positive,,a. 明确的；肯定的；积极的,a
assistant,,a. 助理的；副的  n. 助理,a
cannon,,n. 加农炮，大炮,n
obligation,,n. 义务，职责，责任,n
hockey,,n. 曲棍球；冰球,n
liberty,,n. 自由，自由权；许可，准许  [常pl.] 过于随便，放肆,n
pesticide,,n. 杀虫剂，农药,n
poll,,n. 民意测验；政治选举，大选  v. 对……进行民意测验；获得……选票,n
refundable,,a. 可退还的，可归还的，可偿还的,a
homesick,,a. 想家的，思乡的,a
compassionate,,a. 有同情心的，表示怜悯的,a
orientate,,vt. 使适应，使熟悉情况（或环境等）；给……定位，给……定向；使朝向；转至特定方向；适应（=orient）,v
insight,,n. 洞察力，深刻的了解；顿悟,n
resist,,v. 抵抗；抗（病等）；耐（热等）,v
glide,,vi./n. 滑行，滑翔,v
casualty,,n. 伤亡（人员），伤亡者；损失的东西；伤亡事故,n
belief,,n. 信仰，信条；相信,n
concentration,,n. 集中；专心，专注；浓缩，浓度,n
tug,,v. 用力拖（或拉）,v
proceed,,vi. 进行；前进；继续,v
status,,n. 地位；身份；状况,n
document,,n. 公文，文件，证件 vt. 用文件（或文献等）证明；记载,n
mattress,,n. 床垫,n
hostile,,a. 敌方的；不友善的；不利的,a
intervene,,vi. 干涉，干扰；介于其间,v
promote,,vt. 促进；提升；促销,v
bump,,v. 碰，撞；颠簸着前进  n. 碰撞；隆起物,v
reunion,,n. 重聚，团聚；（久别后的）聚会，联谊活动,n
digestive,,a. 消化的；和消化有关的,a
homestay,,n. 在当地居民家居住的时期,n
commit,,v. 把……交托给，提交；犯（错误），干（坏事）,v
practically,,ad. 几乎，简直；实际上,ad
acrobat,,n. 特技演员；杂技演员,n
revenue,,n. （尤指大宗的）收入；税收,n
nickel,,n. 镍；（美国或加拿大的）五分镍币,n
limp,,a. 软的；无力的,a
spit,,v. 吐唾沫（或痰）；喷出  n. 唾液，唾沫,v
irregularity,,n. 不规则，无规律,n
breeze,,n. 微风，和风,n
avenue,,n. 林荫道，大街；方法，途径,n
magnify,,vt. 放大，扩大,v
hive,,n. 蜂房，蜂箱；蜂房内的蜂群；闹市，忙碌之地  v. （使）入蜂箱；群居,n
oxide,,n. 氧化物,n
calf,,n. 牛犊；崽，幼兽,n
foremost,,a. 最好的；最重要的,a
procedure,,n. 程序，手续；过程,n
assemble,,v. 集合；装配,v
plagiarism,,n. （文学、学说等的）剽窃，抄袭；剽窃物,n
gallop,,v./n. 奔驰，飞跑，飞驰,v
pledge,,v. 正式承诺；发誓，保证；抵押，典当  n. 誓约，保证；抵押,v
effective,,a. 有效的，生效的；给人深刻印象的，显著的,a
appreciate,,v. 赏识，鉴赏；感激；涨价，增值,v
deny,,v. 否认，否定；拒绝,v
union,,n. 协会，工会，同盟；联合，合并,n
responsibility,,n. 责任，责任心；职责，任务,n
conform,,vi. 遵守，服从；适应，顺应；相一致，相符合,v
handy,,a. 方便的；手边的；手巧的,a
notify,,vt. 通知，报告,v
splendid,,a. 壮观的，壮丽的，极好的；堂皇的，豪华的；灿烂的，辉煌的,a
direction,,n. 方向；趋势，动向； [pl.] 用法说明；指导,n
execute,,vt. 将……处死；实施，执行,v
witness,,n. 证据；目击者  v. 目击；为……作证,n
elbow,,n. 肘；（衣服的）肘部,n
limited,,a. 有限的,a
vessel,,n. <总称>船只；容器；血管,n
private,,a. 私人的；私下的；私立的,a
stereo,,a. 立体声的  n. 立体声（装置）,a
soak,,v. 浸泡,v
stout,,a. 发胖的，肥胖的，强壮的；结实的，牢固的；顽强的，坚毅的,a
greasy,,a. 多脂的；油滑的,a
boast,,n./v. 自夸；夸耀,n
swift,,a. 快的；敏捷的，迅速的,a
ignorance,,n. 无知，愚昧；不知道,n
aesthetic,,a. 美学的；审美的,a
screen,,n. 屏幕，银幕；遮蔽；屏风，帘；筛子  vt. 掩蔽，遮蔽；包庇；筛选；放映（电影），播放（电视节目）,n
absent,,a. 不在场的；心不在焉的,a
scrape,,v./n. 刮，擦,v
promotion,,n. 提升，晋级；促进，增进；发起，发扬；宣传，推销,n
recreation,,n. 娱乐，消遣,n
specialise,,v. 专门研究，专攻；专用于，使适应特殊目的,v
magnificent,,a. 壮丽的，宏伟的，华丽的；高尚的,a
spasmodic,,a. 痉挛的；间歇性的,a
fund,,n. 基金，专款；储备，蕴藏； [pl.] 存款，资金  vt. 为……提供资金，给……拨款,n
perceive,,vt. 感知，察觉；认识到，理解,v
manufacturer,,n. 制造商，制造厂，生产者,n
specification,,n. [常pl.] 规格，规范；明确说明；（产品等的）说明书,n
schedule,,vt. 安排；列入，收进（清单等）  n. 时刻表；清单,v
arrangement,,n. 安排； [常pl.] 准备工作,n
destruction,,n. 破坏，毁灭，摧毁,n
extinguisher,,n. 灭火器；灭火者,n
assume,,vt. 假定，设想；承担（责任），就（职）,v
proportion,,n. 比例；部分；相称,n
forth,,ad. 离去，外出；向前；向某处,ad
referee,,v. 裁判；仲裁，调停  n. 裁判（员）；仲裁人，调停人；证明人，介绍人,v
forgo,,vt. 放弃，抛弃；作罢,v
assistantship,,n. （给研究生的）半工半读助学金，（大学）研究生助教奖学金,n
conversation,,n. 会话，谈话,n
recommendation,,n. 推荐，推荐信；劝告，建议,n
graph,,n. 图，图表，曲线图,n
offset,,vt. 抵消，补偿，弥补,v
humanity,,n. 人类，人；人性；人道，仁慈； [pl.] 人文学科,n
intact,,a. 完整无缺的；完好无损的,a
stripe,,n. 条纹,n
mechanical,,a. 机械的，机械制造的；呆板的；习惯性的；体力的,a
junction,,n. 连接；联结点；交叉路口,n
siesta,,n. 午睡，午休,n
detect,,vt. 发现，察觉；侦查，探测,v
detour,,n. 弯路，便道  v. 迂回，绕道,n
staircase,,n. 楼梯,n
arthritis,,n. 关节炎,n
barrier,,n. 栅栏；关卡，检票口；障碍，隔阂；屏障,n
replace,,vt. 代替；更换；把……放回原处,v
justice,,n. 正义，公正；司法,n
diploma,,n. 毕业文凭（或证书）；资格证书,n
visa,,n. 签证,n
cosmic,,a. 宇宙的,a
extendable,,a. 可延伸的，可展开的，可扩张的,a
abundance,,n. 大量，丰富，充足，充裕,n
supervisor,,n. 监督人，管理人，指导者；主管,n
jumble,,n. 混杂，掺杂；供义卖的旧杂货  vt. 混杂，掺杂,n
equip,,vt. 装备，配备；使有能力，使有准备,v
permanent,,a. 永久的，持久的,a
embed,,vt. 把……嵌入（或埋入、插入），扎牢；使深留脑中,v
orientation,,n. 定位；方向，方位；情况介绍；培训，训练,n
deprive,,vt. 剥夺；使丧失,v
amaze,,vt. 使惊奇，使惊愕,v
dividend,,n. 红利，股息；回报，效益；被除数,n
preference,,n. 喜爱；偏爱的事物（或人）；优先,n
contract,,n. 契约，合同  /kənˈtrækt/ v. 缩小；签约,n
uneasy,,a. 心神不安的；担心的,a
automatically,,ad. 自动地；无意识地,ad
female,,a. 女（性）的；雌的  n. 女子,a
asset,,n. 财产；优点,n
athlete,,n. 运动员；体育家,n
clarity,,n. 清楚,n
swap,,v./n. 交换,v
sophisticated,,a. 老于世故的，老练的；精密的，尖端的，先进的；复杂的；高雅的，有教养的,a
bulk,,n. 大量；大批,n
machinery,,n. <总称> 机械；机构,n
intimate,,a. 亲密的，密切的；私人的，个人的；小圈子内的  n. 至交，密友  /ˈɪntɪmeɪt/ vt. 暗示，提示，透露,a
restrict,,vt. 限制，约束,v
waist,,n. 腰，腰部,n
calibre,,n. 质量，才干，能力；口径,n
harsh,,a. 严厉的，严酷的；粗糙的，毛糙的；刻薄的；（天气或生活环境）恶劣的；刺耳的，刺目的,a
parliament,,n. 议会，国会,n
flight,,n. 航班,n
remind,,vt. 提醒，使想起；使发生联想,v
aquarium,,n. 养鱼池；玻璃缸；水族馆,n
cell,,n. 细胞；小房间；电池,n
dweller,,n. 居住者，居民,n
declare,,v. 正式宣布；声明；断言,v
suitcase,,n. 手提箱；衣箱,n
graduate,,n. （尤指大学）毕业生；研究生  /ˈgrædʒueɪt/ v. （使）毕业；获得学位,n
predict,,v. 预言；预告,v
headquarters,,n. 总部，总公司；大本营；司令部,n
coverage,,n. 新闻报道；覆盖范围,n
enforce,,vt. 实施，执行；强制，迫使,v
specialty,,n. 特产；特长,n
intrinsic,,a. 固有的，内在的；本质的,a
medical,,a. 医学的，医疗的；内科的,a
stick,,v. 刺，戳；黏贴，黏住；卡住，陷住,v
realistic,,a. 现实（主义的），实际的；恰如其分的；逼真的,a
indifferent,,a. 冷漠的，不关心的,a
retailer,,n. 零售商人；复述者，传播者,n
turnover,,n. 营业额；人事变动率；货物周转率,n
brand,,n. 商标；品牌  vt. 铭刻，打烙印于；丑化,n
accompany,,vt. 陪伴；伴随，与……同时发生；伴奏,v
cheat,,v. 欺骗；作弊  n. 欺骗；骗子,v
mention,,n./v. 提及，说起,n
level,,n. 水平面，水平线；高度，水平；等级  a. 平的、水平的；同高度的，同等程度的；平稳的；冷静的  v. （使）变平坦,n
lateral,,a. 侧面的，旁边的,a
dense,,a. 密集的；浓厚的,a
flash,,v. 闪光，闪耀  n. 闪烁；闪光灯,v
snack,,n. 快餐，小吃；点心,n
marvellous,,n. 令人惊奇的；奇特的，非凡的；奇迹般的，不可思议的；绝妙的,n
export,,v. 出口；输出，传播  /ˈekspɔːt/ n. 出口；输出；出口商品,v
tribute,,n. 贡品；颂词，称赞；（表示敬意的）礼物,n
sanitary,,a. 清洁的；保健的，卫生的  n. （有卫生设备的）公共厕所,a
submit,,v. 屈从；提交,v
archive,,n. 档案；档案室  vt. 存档,n
anecdotal,,a. 轶话的，轶闻趣事的,a
shorthand,,n. 速记法；速记,n
exceptional,,a. 例外的；异常的,a
rude,,a. 粗鲁的；粗糙的,a
resume,,v. （中断后）重新开始，继续恢复,v
bookrest,,n. 阅书架,n
primitive,,a. 原始的，上古的；简单的，粗糙的  n. 原始人；原始事物,a
craft,,n. 工艺，手艺；船；航空器,n
hire,,v./n. 租用；雇用,v
goggles,,n. 护目镜；风镜；游泳镜,n
thereby,,ad. 因此，从而,ad
stake,,n. 桩；火刑柱；利害关系；股份；赌金  vt. 以……打赌；拿……冒险,n
barge,,n. 驳船  v. 猛撞；闯,n
aerobics,,n. 有氧运动,n
shrub,,n. 灌木,n
slat,,n. 板条，狭板  vt. 用板条制作,n
legal,,a. 法律的；合法的,a
cinematography,,n. 电影摄影术,n
imagination,,n. 想象（力）；想象出来的事物,n
bronchitis,,n. [医] 支气管炎,n
exacerbate,,vt. 恶化，加剧,v
intrusion,,n. 闯入；打搅；侵扰,n
cancel,,v. 取消，废除；抵消，对消；删去，划掉,v
cork,,n. 软木塞  vt. 用软木塞塞住,n
data,,n. 数据；资料,n
buffalo,,n. 水牛；（北美）野牛,n
insufficient,,a. 不足的，不够的,a
grocery,,n. 杂货店；食品，杂货,n
humid,,a. 湿的，潮湿的，湿润的，多潮气的,a
relation,,n. 关系，联系；亲属，亲戚,n
confuse,,vt. 使混乱，混淆；使迷惑，使糊涂,v
correspondence,,n. 通信，信件；符合，一致；对应,n
allocation,,n. 配给，分配，安置；配给量,n
entertainment,,n. 招待，款待；娱乐（业）；供消遣的事物,n
conquer,,vt. 征服，战胜，占领；克服，破除（坏习惯等）,v
decoration,,n. 装饰，装潢；装饰品,n
